#Chromosome	Start	End	Gene	Transcript
chr3	9691189	9744077	MTMR14	NM_001077525.3
chr3	9745517	9771592	CPNE9	NM_153635.3
chr3	9773419	9789699	BRPF1	NM_001003694.2
chr3	9791636	9808334	OGG1	NM_002542.6
chr3	9799031	9811631	CAMK1	NM_003656.5
chr3	9821648	9834695	TADA3	NM_006354.4
chr3	9834202	9848785	ARPC4	NM_005718.5
chr3	9851411	9878049	TTLL3	NM_001387446.1
chr3	9879487	9885743	RPUSD3	NM_173659.4
chr3	9908394	9921937	CIDEC	NM_001321142.2
chr3	9932294	9936033	JAGN1	NM_032492.4
chr3	9944296	9958086	IL17RE	NM_153480.2
chr3	9958782	9975305	IL17RC	NM_153460.4
chr3	9975518	9987090	CRELD1	NM_001077415.3
chr3	9987226	9994092	PRRT3	NM_207351.5
chr3	10004366	10052802	EMC3	NM_018447.4
chr3	10068121	10143616	FANCD2	NM_001018115.3
chr3	10123004	10149939	FANCD2OS	NM_001164839.2
chr3	10157359	10168874	BRK1	NM_018462.5
chr3	10183462	10195351	VHL	NM_000551.4
chr3	10206603	10285429	IRAK2	NM_001570.4
chr3	10290143	10322902	TATDN2	NM_014760.4
chr3	10327350	10334631	GHRL	NM_016362.5
chr3	10342615	10362796	SEC13	NM_183352.3
chr3	10365707	10661646	ATP2B2	NM_001001331.4
chr3	10857913	10982400	SLC6A11	NM_014229.3
chr3	11034434	11080933	SLC6A1	NM_003042.4
chr3	11178924	11305243	HRH1	NM_001098212.2
chr3	11314083	11606126	ATG7	NM_001349232.2
chr3	11597541	11762013	VGLL4	NM_001128219.3
chr3	11831916	11888359	TAMM41	NM_001284401.2
chr3	12045862	12233532	SYN2	NM_133625.6
chr3	12194568	12200412	TIMP4	NM_003256.4
chr3	12328867	12475843	PPARG	NM_138711.6
chr3	12525979	12581123	TSEN2	NM_025265.4
chr3	12581275	12602498	MKRN2OS	NM_001195279.2
chr3	12598586	12625212	MKRN2	NM_014160.5
chr3	12625100	12705616	RAF1	NM_001354689.3
chr3	12775027	12810956	TMEM40	NM_018306.4
chr3	12838179	12876302	CAND2	NM_001162499.2
chr3	12875984	12883081	RPL32	NM_000994.4
chr3	12938542	13324757	IQSEC1	NM_001134382.3
chr3	13357735	13461822	NUP210	NM_024923.4
chr3	13521806	13547916	HDAC11	NM_024827.4
chr3	13590625	13679904	FBLN2	NM_001004019.2
chr3	13857755	13921568	WNT7A	NM_004625.4
chr3	14153577	14166370	CHCHD4	NM_001098502.2
chr3	14166552	14185180	TMEM43	NM_024334.3
chr3	14186647	14220101	XPC	NM_004628.5
chr3	14220317	14242622	LSM3	NM_014463.3
chr3	14444076	14530857	SLC6A6	NM_003043.6
chr3	14530615	14581849	GRIP2	NM_001080423.4
chr3	14693269	14714162	CCDC174	NM_016474.5
chr3	14716648	14814543	C3orf20	NM_032137.5
chr3	14860469	14976078	FGD5	NM_152536.4
chr3	14989090	15090780	NR2C2	NM_001291694.2
chr3	15083758	15106822	MRPS25	NM_022497.5
chr3	15111580	15140655	RBSN	NM_022340.4
chr3	15247753	15294423	CAPN7	NM_014296.3
chr3	15295860	15382887	SH3BP5	NM_004844.5
chr3	15451267	15469051	METTL6	NM_152396.4
chr3	15469105	15484120	EAF1	NM_033083.7
chr3	15491640	15563213	COLQ	NM_005677.4
chr3	15602206	15643076	HACL1	NM_012260.4
chr3	15642859	15764023	BTD	NM_001370658.1
chr3	15708743	15901321	ANKRD28	NM_001349278.2
chr3	16216187	16273499	GALNT15	NM_054110.5
chr3	16298568	16306450	DPH3	NM_206831.3
chr3	16306719	16393602	OXNAD1	NM_138381.5
chr3	16357352	16555206	RFTN1	NM_015150.2
chr3	16628299	16646930	DAZL	NM_001351.4
chr3	16926448	17132098	PLCL2	NM_001144382.2
chr3	17198654	17784123	TBC1D5	NM_001349078.2
chr3	18386869	18487084	SATB1	NM_002971.6
chr3	19190002	19577134	KCNH8	NM_144633.3
chr3	19920964	19988475	EFHB	NM_144715.4
chr3	19988589	20026667	RAB5A	NM_004162.5
chr3	20021453	20053756	PP2D1	NM_001252657.2
chr3	20081938	20195896	KAT2B	NM_003884.5
chr3	20202085	20227698	SGO1	NM_001199251.3
chr3	21453710	21792702	ZNF385D	NM_024697.3
chr3	23244589	23633416	UBE2E2	NM_152653.4
chr3	23847446	23933131	UBE2E1	NM_003341.5
chr3	23931442	23988053	NKIRAS1	NM_020345.4
chr3	23958036	23966122	RPL15	NM_002948.5
chr3	23986777	24022108	NR1D2	NM_005126.5
chr3	24158644	24537199	THRB	NM_001354712.2
chr3	24870812	25639423	RARB	NM_000965.5
chr3	25639396	25706398	TOP2B	NM_001330700.2
chr3	25760435	25831530	NGLY1	NM_018297.4
chr3	25831581	25836022	OXSM	NM_017897.3
chr3	26664263	26752267	LRRC3B	NM_001317811.2
chr3	27152394	27410874	NEK10	NM_152534.5
chr3	27414214	27525875	SLC4A7	NM_001321103.2
chr3	27757444	27764204	EOMES	NM_001278182.2
chr3	28283110	28366633	CMC1	NM_182523.2
chr3	28362538	28390315	AZI2	NM_022461.5
chr3	28390212	28567849	ZCWPW2	NM_001040432.4
chr3	29322562	30051886	RBMS3	NM_001003793.3
chr3	30647994	30735634	TGFBR2	NM_003242.6
chr3	30767692	30936153	GADL1	NM_207359.2
chr3	31574417	31679108	STT3B	NM_178862.3
chr3	31702317	32022754	OSBPL10	NM_017784.5
chr3	32023242	32033215	ZNF860	NM_001137674.3
chr3	32148112	32210201	GPD1L	NM_015141.4
chr3	32280172	32411813	CMTM8	NM_178868.5
chr3	32433345	32497020	CMTM7	NM_138410.4
chr3	32522804	32544344	CMTM6	NM_017801.3
chr3	32567466	32612350	DYNC1LI1	NM_016141.4
chr3	32726680	32815367	CNOT10	NM_001256742.2
chr3	32859489	32939316	TRIM71	NM_001039111.3
chr3	32993136	32997841	CCR4	NM_005508.5
chr3	33038109	33138638	GLB1	NM_000404.4
chr3	33131914	33138638	TMPPE	NM_001039770.3
chr3	33155506	33189265	CRTAP	NM_006371.5
chr3	33191535	33260302	SUSD5	NM_015551.2
chr3	33318517	33464190	FBXL2	NM_012157.5
chr3	33429828	33481897	UBP1	NM_014517.5
chr3	33537737	33759746	CLASP2	NM_001365631.1
chr3	33840122	33911195	PDCD6IP	NM_013374.6
chr3	35680345	35835978	ARPP21	NM_001385562.1
chr3	36421996	36589499	STAC	NM_003149.3
chr3	36753913	36781352	DCLK3	NM_033403.1
chr3	36868310	36986545	TRANK1	NM_001329998.2
chr3	37026534	37034622	EPM2AIP1	NM_014805.4
chr3	37035009	37092337	MLH1	NM_000249.4
chr3	37094117	37217851	LRRFIP2	NM_006309.4
chr3	37284762	37408370	GOLGA4	NM_002078.5
chr3	37422586	37476988	C3orf35	NM_178342.2
chr3	37493632	37864998	ITGA9	NM_002207.3
chr3	37903371	38025960	CTDSPL	NM_001008392.2
chr3	38029469	38048676	VILL	NM_015873.4
chr3	38048987	38071133	PLCD1	NM_006225.4
chr3	38080699	38165516	DLEC1	NM_007335.4
chr3	38164206	38178618	ACAA1	NM_001607.4
chr3	38180152	38184513	MYD88	NM_002468.5
chr3	38207028	38296975	OXSR1	NM_005109.3
chr3	38307303	38320248	SLC22A13	NM_004256.4
chr3	38323785	38360066	SLC22A14	NM_001320033.2
chr3	38388276	38468677	XYLB	NM_005108.4
chr3	38495381	38534633	ACVR2B	NM_001106.4
chr3	38537831	38567794	EXOG	NM_005107.4
chr3	38589553	38691178	SCN5A	NM_000335.5
chr3	38738298	38857708	SCN10A	NM_006514.4
chr3	38887255	39093435	SCN11A	NM_001349253.2
chr3	39093507	39138155	WDR48	NM_020839.4
chr3	39138090	39149118	GORASP1	NM_031899.4
chr3	39149171	39180391	TTC21A	NM_001366900.1
chr3	39183346	39196132	CSRNP1	NM_033027.4
chr3	39224706	39234086	XIRP1	NM_194293.4
chr3	39304985	39323226	CX3CR1	NM_001337.4
chr3	39371200	39375171	CCR8	NM_005201.4
chr3	39424861	39438842	SLC25A38	NM_017875.4
chr3	39448211	39454033	RPSA	NM_002295.6
chr3	39509171	39570988	MOBP	NM_001278323.2
chr3	39850405	40301812	MYRIP	NM_015460.4
chr3	40351198	40353915	EIF1B	NM_005875.3
chr3	40428675	40470235	ENTPD3	NM_001248.4
chr3	40498830	40510078	RPL14	NM_001034996.3
chr3	40518613	40532544	ZNF619	NM_001145093.4
chr3	40547530	40560227	ZNF620	NM_175888.4
chr3	40566451	40581273	ZNF621	NM_198484.5
chr3	41240996	41281934	CTNNB1	NM_001904.4
chr3	41288090	42003595	ULK4	NM_017886.4
chr3	42128692	42267382	TRAK1	NM_001042646.3
chr3	42299318	42307677	CCK	NM_000729.6
chr3	42438575	42452102	LYZL4	NM_144634.4
chr3	42530791	42579060	VIPR1	NM_004624.4
chr3	42589461	42642570	SEC22C	NM_032970.4
chr3	42623332	42638426	SS18L2	NM_001370300.1
chr3	42642178	42690227	NKTR	NM_005385.4
chr3	42695189	42709072	ZBTB47	NM_145166.4
chr3	42727029	42734036	KLHL40	NM_152393.4
chr3	42734155	42744290	HHATL	NM_020707.4
chr3	42747248	42814745	CCDC13	NM_144719.4
chr3	42824400	42845982	HIGD1A	NM_014056.4
chr3	42850937	42908778	ACKR2	NM_001296.5
chr3	42913684	42917371	CYP8B1	NM_004391.3
chr3	42947634	42960826	ZNF662	NM_207404.4
chr3	42977878	42984284	KRBOX1	NM_001205272.2
chr3	43020803	43099207	GASK1A	NM_001129908.3
chr3	43120726	43147571	POMGNT2	NM_032806.6
chr3	43328032	43392635	SNRK	NM_017719.5
chr3	43407340	43733086	ANO10	NM_018075.5
chr3	43732362	43775863	ABHD5	NM_016006.6
chr3	44283378	44373590	TOPAZ1	NM_001145030.2
chr3	44379621	44450940	TCAIM	NM_173826.4
chr3	44462624	44481390	C3orf86	NM_001375977.1
chr3	44473197	44519162	ZNF445	NM_181489.6
chr3	44540229	44552109	ZNF852	NM_001287349.2
chr3	44596685	44624975	ZKSCAN7	NM_001288590.2
chr3	44626456	44641186	ZNF660	NM_173658.4
chr3	44666528	44689963	ZNF197	NM_006991.5
chr3	44690224	44702283	ZNF35	NM_003420.4
chr3	44754152	44765323	ZNF502	NM_001134442.3
chr3	44771127	44778575	ZNF501	NM_001258280.2
chr3	44790236	44803111	KIAA1143	NM_020696.4
chr3	44803286	44894748	KIF15	NM_020242.3
chr3	44903404	44907156	TMEM42	NM_144638.3
chr3	44916100	44956482	TGM4	NM_003241.4
chr3	44956753	45017666	ZDHHC3	NM_001135179.2
chr3	45017736	45054160	EXOSC7	NM_015004.4
chr3	45067795	45077563	CLEC3B	NM_003278.3
chr3	45123769	45187870	CDCP1	NM_022842.5
chr3	45265958	45267779	TMEM158	NM_015444.3
chr3	45430068	45590899	LARS2	NM_015340.4
chr3	45636243	45727833	LIMD1	NM_014240.3
chr3	45730888	45786901	SACM1L	NM_014016.5
chr3	45796941	45838028	SLC6A20	NM_020208.4
chr3	45864808	45957216	LZTFL1	NM_020347.4
chr3	45927556	45944666	CCR9	NM_031200.3
chr3	45959395	46037316	FYCO1	NM_024513.4
chr3	45982407	45989843	CXCR6	NM_006564.2
chr3	46058499	46127336	XCR1	NM_001024644.2
chr3	46243202	46249804	CCR1	NM_001295.3
chr3	46283872	46308197	CCR3	NM_178329.3
chr3	46395602	46402431	CCR2	NM_001123396.4
chr3	46411633	46417697	CCR5	NM_000579.4
chr3	46448750	46451014	CCRL2	NM_003965.5
chr3	46477136	46526724	LTF	NM_002343.6
chr3	46539466	46542440	RTP3	NM_031440.2
chr3	46556875	46607792	LRRC2	NM_024512.5
chr3	46616025	46623947	TDGF1	NM_003212.4
chr3	46654015	46668033	FAM240A	NM_001195442.2
chr3	46710485	46735169	ALS2CL	NM_147129.5
chr3	46735268	46752376	TMIE	NM_147196.3
chr3	46753607	46759359	PRSS50	NM_013270.5
chr3	46899362	46904934	MYL3	NM_000258.3
chr3	46919211	46945289	PTH1R	NM_000316.3
chr3	46963220	47023484	CCDC12	NM_001277074.2
chr3	47021156	47051191	NBEAL2	NM_015175.3
chr3	47057926	47205603	SETD2	NM_014159.7
chr3	47269488	47324289	KIF9	NM_182902.4
chr3	47324434	47388306	KLHL18	NM_025010.5
chr3	47422511	47454925	PTPN23	NM_015466.4
chr3	47455171	47517431	SCAP	NM_012235.4
chr3	47537130	47555202	ELP6	NM_001031703.3
chr3	47603728	47621730	CSPG5	NM_006574.4
chr3	47626759	47823383	SMARCC1	NM_003074.4
chr3	47844628	47891683	DHX30	NM_138615.3
chr3	47892185	48130338	MAP4	NM_001385682.1
chr3	48198636	48229907	CDC25A	NM_001789.3
chr3	48264985	48266975	CAMP	NM_004345.5
chr3	48282594	48312480	ZNF589	NM_016089.3
chr3	48333807	48342857	NME6	NM_001308426.2
chr3	48348332	48369831	SPINK8	NM_001080525.2
chr3	48413709	48436190	FBXW12	NM_207102.2
chr3	48445261	48471495	PLXNB1	NM_001130082.3
chr3	48473583	48481529	CCDC51	NM_001256964.2
chr3	48481667	48485616	TMA7	NM_015933.6
chr3	48488141	48509044	ATRIP	NM_130384.3
chr3	48507229	48509044	TREX1	NM_033629.6
chr3	48509197	48542259	SHISA5	NM_016479.5
chr3	48555117	48598562	PFKFB4	NM_004567.4
chr3	48599151	48601214	UCN2	NM_033199.4
chr3	48601506	48632762	COL7A1	NM_000094.4
chr3	48636435	48647079	UQCRC1	NM_003365.3
chr3	48658192	48659202	TMEM89	NM_001008269.3
chr3	48663156	48672894	SLC26A6	NM_022911.3
chr3	48673896	48700319	CELSR3	NM_001407.3
chr3	48711277	48723348	NCKIPSD	NM_016453.4
chr3	48725436	48754654	IP6K2	NM_016291.4
chr3	48784019	48885307	PRKAR2A	NM_004157.4
chr3	48894359	48936315	SLC25A20	NM_000387.6
chr3	48956275	49023815	ARIH2	NM_006321.4
chr3	49027341	49044586	P4HTM	NM_177939.3
chr3	49044824	49053384	WDR6	NM_018031.6
chr3	49052921	49058938	DALRD3	NM_001009996.3
chr3	49057885	49060928	NDUFAF3	NM_199069.2
chr3	49061758	49066831	IMPDH2	NM_000884.3
chr3	49067140	49131806	QRICH1	NM_198880.3
chr3	49133365	49142190	QARS1	NM_005051.3
chr3	49145483	49158256	USP19	NM_001351100.2
chr3	49158547	49170483	LAMB2	NM_002292.4
chr3	49199968	49203764	CCDC71	NM_022903.4
chr3	49209031	49213919	KLHDC8B	NM_173546.3
chr3	49215067	49229291	C3orf84	NM_001080528.3
chr3	49235861	49295539	IHO1	NM_001135197.2
chr3	49306029	49314665	C3orf62	NM_198562.3
chr3	49314577	49377486	USP4	NM_003363.4
chr3	49394609	49395786	GPX1	NM_000581.4
chr3	49396578	49449409	RHOA	NM_001664.4
chr3	49449639	49453909	TCTA	NM_022171.2
chr3	49454211	49459906	AMT	NM_000481.4
chr3	49459766	49466757	NICN1	NM_032316.3
chr3	49506136	49573051	DAG1	NM_004393.6
chr3	49591910	49708982	BSN	NM_003458.4
chr3	49711784	49721404	APEH	NM_001640.4
chr3	49721380	49726196	MST1	NM_020998.3
chr3	49726990	49758962	RNF123	NM_022064.5
chr3	49754262	49757117	AMIGO3	NM_198722.3
chr3	49757349	49761384	GMPPB	NM_021971.4
chr3	49761727	49823975	IP6K1	NM_153273.4
chr3	49828165	49837306	CDHR4	NM_001007540.4
chr3	49840694	49842463	INKA1	NM_203370.2
chr3	49842642	49851386	UBA7	NM_003335.3
chr3	49866034	49893997	TRAIP	NM_005879.3
chr3	49895422	49907339	CAMKV	NM_024046.5
chr3	49924435	49941306	MST1R	NM_002447.4
chr3	49946302	49967445	MON1A	NM_032355.3
chr3	49977583	50114682	RBM6	NM_005777.3
chr3	50126352	50156454	RBM5	NM_005778.4
chr3	50192491	50226508	SEMA3F	NM_004186.5
chr3	50229043	50235129	GNAT1	NM_144499.3
chr3	50242704	50258918	SLC38A3	NM_006841.6
chr3	50264500	50296794	GNAI2	NM_002070.4
chr3	50305084	50314977	SEMA3B	NM_001290060.2
chr3	50316518	50325545	LSMEM2	NM_153215.3
chr3	50325163	50329860	IFRD2	NM_006764.5
chr3	50330263	50336836	HYAL3	NM_003549.4
chr3	50333833	50336836	NAA80	NM_001200016.2
chr3	50337324	50349812	HYAL1	NM_033159.4
chr3	50355239	50360176	HYAL2	NM_003773.5
chr3	50362340	50365654	TUSC2	NM_007275.3
chr3	50367219	50378267	RASSF1	NM_007182.5
chr3	50378543	50383163	ZMYND10	NM_015896.4
chr3	50384761	50388206	NPRL2	NM_006545.5
chr3	50388293	50405628	CYB561D2	NM_001291284.2
chr3	50392181	50396952	TMEM115	NM_007024.5
chr3	50400044	50541675	CACNA2D2	NM_006030.4
chr3	50595456	50608458	C3orf18	NM_016210.5
chr3	50606611	50633597	HEMK1	NM_016173.5
chr3	50643920	50649205	CISH	NM_145071.4
chr3	50649308	50686722	MAPKAPK3	NM_001243925.2
chr3	50712358	51421629	DOCK3	NM_004947.5
chr3	51422722	51426828	MANF	NM_006010.6
chr3	51428716	51435339	RBM15B	NM_013286.5
chr3	51433298	51534031	DCAF1	NM_001387579.1
chr3	51572735	51702676	RAD54L2	NM_015106.4
chr3	51705268	51738339	TEX264	NM_015926.6
chr3	51741084	51752629	GRM2	NM_000839.5
chr3	51812579	51813253	IQCF6	NM_001368369.1
chr3	51860899	51864872	IQCF3	NM_001085479.3
chr3	51895631	51897440	IQCF2	NM_203424.2
chr3	51907737	51909617	IQCF5	NM_001145059.2
chr3	51928892	51937369	IQCF1	NM_152397.3
chr3	51967445	51975920	RRP9	NM_004704.5
chr3	51976379	51982883	PARP3	NM_001003931.4
chr3	51989397	51991515	GPR62	NM_080865.4
chr3	51991470	52001482	PCBP4	NM_001174100.2
chr3	52002526	52008646	ABHD14B	NM_001146314.2
chr3	52009080	52015212	ABHD14A	NM_015407.5
chr3	52017551	52023213	ACY1	NM_000666.3
chr3	52027538	52029911	RPL29	NM_000992.3
chr3	52082935	52090587	DUSP7	NM_001947.4
chr3	52109242	52188439	POC1A	NM_015426.5
chr3	52232099	52248343	ALAS1	NM_000688.6
chr3	52255096	52259661	TLR9	NM_017442.4
chr3	52262628	52273174	TWF2	NM_007284.4
chr3	52279775	52284615	PPM1M	NM_144641.4
chr3	52288450	52312665	WDR82	NM_025222.4
chr3	52321844	52329273	GLYCTK	NM_145262.4
chr3	52350335	52434508	DNAH1	NM_015512.5
chr3	52435024	52444024	BAP1	NM_004656.4
chr3	52444676	52457657	PHF7	NM_016483.7
chr3	52467051	52479119	SEMA3G	NM_020163.3
chr3	52485116	52488057	TNNC1	NM_003280.3
chr3	52489620	52527084	NISCH	NM_007184.4
chr3	52529354	52558511	STAB1	NM_015136.3
chr3	52558403	52569043	NT5DC2	NM_001134231.2
chr3	52570621	52575906	SMIM4	NM_001124767.2
chr3	52579383	52719929	PBRM1	NM_001350075.2
chr3	52719936	52728513	GNL3	NM_014366.5
chr3	52728502	52739807	GLT8D1	NM_018446.4
chr3	52740122	52745164	SPCS1	NM_014041.5
chr3	52742460	52804956	NEK4	NM_003157.6
chr3	52811615	52826084	ITIH1	NM_002215.4
chr3	52828784	52843025	ITIH3	NM_002217.3
chr3	52846978	52864688	ITIH4	NM_002218.5
chr3	52867137	52869035	MUSTN1	NM_205853.4
chr3	52870749	52931564	STIMATE	NM_198563.5
chr3	52937588	53080089	SFMBT1	NM_016329.4
chr3	53122499	53164451	RFT1	NM_052859.4
chr3	53195225	53226733	PRKCD	NM_006254.4
chr3	53258728	53290038	TKT	NM_001064.4
chr3	53317449	53381570	DCP1A	NM_018403.7
chr3	53528638	53847760	CACNA1D	NM_001128840.3
chr3	53846362	53880446	CHDH	NM_018397.5
chr3	53880595	53899821	IL17RB	NM_018725.4
chr3	53901093	53916179	ACTR8	NM_022899.5
chr3	53918444	53925886	SELENOK	NM_021237.5
chr3	54156579	55108584	CACNA2D3	NM_018398.3
chr3	54952258	55001129	LRTM1	NM_020678.4
chr3	55499743	55521334	WNT5A	NM_003392.7
chr3	55542339	56502495	ERC2	NM_015576.3
chr3	56591184	56655865	CCDC66	NM_001141947.3
chr3	56654160	56717293	TASOR	NM_001365635.2
chr3	56761448	57113296	ARHGEF3	NM_019555.3
chr3	57094692	57109460	SPATA12	NM_181727.2
chr3	57124010	57204345	IL17RD	NM_017563.5
chr3	57231866	57261643	HESX1	NM_003865.3
chr3	57261757	57307499	APPL1	NM_012096.3
chr3	57302370	57326713	ASB14	NM_001142733.3
chr3	57327728	57530071	DNAH12	NM_001366028.2
chr3	57542001	57642222	PDE12	NM_177966.7
chr3	57557090	57583071	ARF4	NM_001660.4
chr3	57611181	57678804	DENND6A	NM_152678.3
chr3	57742036	57915740	SLMAP	NM_001377540.1
chr3	57994149	58157978	FLNB	NM_001457.4
chr3	58177984	58196699	DNASE1L3	NM_004944.4
chr3	58223519	58280461	ABHD6	NM_001320126.2
chr3	58291972	58305920	HTD2	NM_001348712.2
chr3	58291972	58305920	RPP14	NM_007042.6
chr3	58318619	58411854	PXK	NM_017771.5
chr3	58413357	58419559	PDHB	NM_000925.4
chr3	58477823	58488087	KCTD6	NM_001128214.2
chr3	58490863	58522917	ACOX2	NM_003500.4
chr3	58549844	58613337	FAM107A	NM_001076778.3
chr3	58619673	58652501	FAM3D	NM_138805.3
chr3	58727735	59035751	CFAP20DC	NM_001351530.2
chr3	59733003	61237126	FHIT	NM_002012.4
chr3	61547245	62283284	PTPRG	NM_002841.4
chr3	62304697	62321888	C3orf14	NM_001291941.3
chr3	62355356	62359225	FEZF2	NM_018008.4
chr3	62384023	62861091	CADPS	NM_003716.4
chr3	63263984	63602600	SYNPR	NM_001130003.2
chr3	63638351	63650888	SNTN	NM_001080537.2
chr3	63804975	63834312	C3orf49	NM_001355236.2
chr3	63819546	63849481	THOC7	NM_025075.4
chr3	63848820	63989138	ATXN7	NM_001377405.1
chr3	63996227	64009683	PSMD6	NM_014814.3
chr3	64077912	64253849	PRICKLE2	NM_198859.4
chr3	64501330	64673676	ADAMTS9	NM_182920.2
chr3	65339201	66024593	MAGI1	NM_001033057.2
chr3	66119285	66429351	SLC25A26	NM_001379210.1
chr3	66429221	66551545	LRIG1	NM_015541.3
chr3	67048731	67061634	KBTBD8	NM_032505.3
chr3	67410884	67705036	SUCLG2	NM_003848.4
chr3	68040686	68594772	TAFA1	NM_213609.4
chr3	68780917	68981698	TAFA4	NM_182522.5
chr3	69024376	69062835	EOGT	NM_001278689.2
chr3	69068978	69101484	TMF1	NM_007114.3
chr3	69103881	69129524	UBA3	NM_003968.4
chr3	69134088	69155243	ARL6IP5	NM_006407.4
chr3	69155216	69171746	LMOD3	NM_198271.5
chr3	69217933	69435239	FRMD4B	NM_015123.3
chr3	69788615	70017483	MITF	NM_001354604.2
chr3	70243630	70361789	MDFIC2	NM_001364677.1
chr3	71003859	71633129	FOXP1	NM_001349338.3
chr3	71724565	71803924	EIF4E3	NM_001134651.2
chr3	71803006	71805647	GPR27	NM_018971.3
chr3	71820806	71834299	PROK2	NM_001126128.2
chr3	72423744	72495774	RYBP	NM_012234.6
chr3	72798428	72897596	SHQ1	NM_018130.3
chr3	72937197	73026066	GXYLT2	NM_001080393.2
chr3	73045894	73118349	PPP4R2	NM_174907.4
chr3	73110810	73112488	EBLN2	NM_018029.4
chr3	73431582	73674092	PDZRN3	NM_015009.3
chr3	74311719	74570291	CNTN3	NM_020872.2
chr3	75713479	75716368	FRG2C	NM_001124759.4
chr3	75779112	75834700	ZNF717	NM_001290208.3
chr3	75955826	77699115	ROBO2	NM_001378191.1
chr3	78646389	79817148	ROBO1	NM_002941.4
chr3	81538854	81810796	GBE1	NM_000158.4
chr3	85008140	86123579	CADM2	NM_001167675.2
chr3	86987123	87040299	VGLL3	NM_016206.4
chr3	87276459	87304706	CHMP2B	NM_014043.4
chr3	87308554	87325734	POU1F1	NM_000306.4
chr3	87841856	88042989	HTR1F	NM_001322209.2
chr3	88101100	88199020	CGGBP1	NM_001008390.2
chr3	88108405	88193810	ZNF654	NM_001350134.2
chr3	88199109	88207115	C3orf38	NM_173824.4
chr3	88387606	88516744	CSNKA2IP	NM_001368165.1
chr3	89156771	89531284	EPHA3	NM_005233.6
chr3	93591895	93692740	PROS1	NM_000313.4
chr3	93698999	93774522	ARL13B	NM_001174150.2
chr3	93733209	93747441	STX19	NM_001001850.3
chr3	93776766	93781760	DHFR2	NM_176815.5
chr3	93781905	93850676	NSUN3	NM_022072.5
chr3	96533438	97480376	EPHA6	NM_001080448.3
chr3	97483365	97520086	ARL6	NM_001278293.3
chr3	97540855	97663828	CRYBG3	NM_153605.4
chr3	97660662	97691275	RIOX2	NM_153182.4
chr3	97705527	97754148	GABRR3	NM_001105580.2
chr3	97806017	97806946	OR5AC2	NM_054106.1
chr3	97849565	97857392	OR5H1	NM_001005338.2
chr3	97866323	97875458	OR5H14	NM_001005514.2
chr3	97885540	97888618	OR5H15	NM_001005515.2
chr3	97983088	97984200	OR5H6	NM_001005479.2
chr3	98001732	98002676	OR5H2	NM_001005482.1
chr3	98072698	98073663	OR5K4	NM_001005517.1
chr3	98109510	98110475	OR5K3	NM_001005516.1
chr3	98182045	98191768	OR5K1	NM_001004736.4
chr3	98216525	98217475	OR5K2	NM_001004737.1
chr3	98234327	98241746	CLDND1	NM_001040181.2
chr3	98250822	98253525	GPR15	NM_005290.4
chr3	98298290	98312455	CPOX	NM_000097.7
chr3	98451106	98514696	ST3GAL6	NM_001323368.2
chr3	98514785	98620539	DCBLD2	NM_080927.4
chr3	99357438	99518061	COL8A1	NM_020351.4
chr3	99536706	99900576	CMSS1	NM_032359.4
chr3	99547655	99833345	FILIP1L	NM_001387850.1
chr3	99979836	100044082	TBC1D23	NM_001199198.3
chr3	100053601	100080479	NIT2	NM_020202.5
chr3	100082275	100119933	TOMM70	NM_014820.5
chr3	100120383	100175163	LNP1	NM_001085451.2
chr3	100211463	100296288	TMEM45A	NM_018004.3
chr3	100328445	100414323	ADGRG7	NM_032787.3
chr3	100428134	100467811	TFG	NM_006070.6
chr3	100468000	100712265	ABI3BP	NM_001375547.2
chr3	100941390	101039419	IMPG2	NM_016247.4
chr3	101043049	101232056	SENP7	NM_020654.5
chr3	101280712	101285290	TRMT10C	NM_017819.4
chr3	101292938	101313309	PCNP	NM_020357.3
chr3	101367733	101395976	ZBTB11	NM_014415.4
chr3	101399935	101405562	RPL24	NM_000986.4
chr3	101443458	101489406	CEP97	NM_024548.4
chr3	101498055	101547075	NXPE3	NM_145037.4
chr3	101546834	101579866	NFKBIZ	NM_031419.4
chr3	102153859	102198685	ZPLD1	NM_001329788.2
